LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 300550.0, 924075, 17.0, 300670.0, 1850400, 31.0, 300674.0, 32, -5525.0, 214353.0, 154480, -332.0, -1.0, 2400, 8455.0, 302939.0, 1971375,
1, 1.0, 1713119.0, 9331200, 17.0, 1713135.0, 583200, 31.0, 1713149.0, 16, -5525.0, 1628411.0, 530786, -111.0, -1.0, 800, 162463.0, 1715039.0, 583215,
2, 1.0, 172386.0, 401408, 17.0, 172465.0, 1605632, 31.0, 172479.0, 1024, -5525.0, 166112.0, 401408, -221.0, -1.0, 2048, 5971.0, 172607.0, 1605647,
3, 1.0, 891841.0, 4840000, 17.0, 892985.0, 304000, 31.0, 892984.0, 1, -5525.0, 848826.0, 1208378, -221.0, -1.0, 1600, 162463.0, 894626.0, 302515,
4, 1.0, 136258.0, 200704, 17.0, 136401.0, 1605632, 31.0, 136415.0, 2048, -5525.0, 112586.0, 200704, -884.0, -1.0, 8192, 4729.0, 136543.0, 1605647,
5, 1.0, 1588569.0, 8652800, 17.0, 1588585.0, 540800, 31.0, 1588599.0, 16, -5525.0, 1579061.0, 786852, -332.0, -1.0, 3200, 162463.0, 1591295.0, 540815,
6, 1.0, 272674.0, 401408, 17.0, 272817.0, 3211264, 31.0, 272831.0, 2048, -5525.0, 262752.0, 401408, -1658.0, -1.0, 16384, 4729.0, 273087.0, 3211279,
7, 1.0, 430489.0, 2332800, 17.0, 432385.0, 147200, 31.0, 432392.0, 9, -5525.0, 412428.0, 634374, -332.0, -1.0, 3200, 162463.0, 434600.0, 145815,
8, 1.0, 118098.0, 100352, 17.0, 118369.0, 1605632, 31.0, 118383.0, 4096, -5525.0, 64944.0, 100352, -3315.0, -1.0, 32768, 4092.0, 118511.0, 1605647,
9, 1.0, 676769.0, 3686400, 17.0, 676785.0, 230400, 31.0, 676799.0, 16, -5525.0, 673517.0, 336453, -663.0, -1.0, 6400, 162463.0, 677375.0, 230415,
10, 1.0, 236482.0, 200704, 17.0, 236753.0, 3211264, 31.0, 236767.0, 4096, -5525.0, 195402.0, 200704, -5509.0, 236277.0, 3211264, 4092.0, 237023.0, 3211279,
11, 1.0, 203009.0, 1081600, 17.0, 206785.0, 70400, 31.0, 206792.0, 9, -5525.0, 185614.0, 297791, -663.0, -1.0, 6400, 162463.0, 207568.0, 67615,
12, 1.0, 115522.0, 50176, 17.0, 116049.0, 1703936, 31.0, 116051.0, 2048, -5083.0, -1.0, 50176, -5509.0, 112910.0, 1703936, 3770.0, 116191.0, 1605647,
13, 1.0, 263169.0, 1280000, 17.0, 263185.0, 89600, 31.0, 263187.0, 4, -5525.0, 211514.0, 139862, -1326.0, -1.0, 12800, 162463.0, 264743.0, 80015,
14, 1.0, 231586.0, 100352, 17.0, 232113.0, 3407872, 31.0, 232115.0, 2048, -5525.0, 119984.0, 100352, -5509.0, 229571.0, 3407872, 3770.0, 232383.0, 3211279,
15, 1.0, 263169.0, 1280000, 17.0, 263185.0, 89600, 31.0, 263187.0, 4, -5525.0, 211514.0, 139862, -1326.0, -1.0, 12800, 162463.0, 264743.0, 80015,
16, 1.0, 231586.0, 100352, 17.0, 232113.0, 3407872, 31.0, 232115.0, 2048, -5525.0, 119984.0, 100352, -5509.0, 229571.0, 3407872, 3770.0, 232383.0, 3211279,
17, 1.0, 263169.0, 1280000, 17.0, 263185.0, 89600, 31.0, 263187.0, 4, -5525.0, 211514.0, 139862, -1326.0, -1.0, 12800, 162463.0, 264743.0, 80015,
18, 1.0, 231586.0, 100352, 17.0, 232113.0, 3407872, 31.0, 232115.0, 2048, -5525.0, 119984.0, 100352, -5509.0, 229571.0, 3407872, 3770.0, 232383.0, 3211279,
19, 1.0, 263169.0, 1280000, 17.0, 263185.0, 89600, 31.0, 263187.0, 4, -5525.0, 211514.0, 139862, -1326.0, -1.0, 12800, 162463.0, 264743.0, 80015,
20, 1.0, 231586.0, 100352, 17.0, 232113.0, 3407872, 31.0, 232115.0, 2048, -5525.0, 119984.0, 100352, -5509.0, 229571.0, 3407872, 3770.0, 232383.0, 3211279,
21, 1.0, 263169.0, 1280000, 17.0, 263185.0, 89600, 31.0, 263187.0, 4, -5525.0, 211514.0, 139862, -1326.0, -1.0, 12800, 162463.0, 264743.0, 80015,
22, 1.0, 231586.0, 100352, 17.0, 232113.0, 3407872, 31.0, 232115.0, 2048, -5525.0, 119984.0, 100352, -5509.0, 229571.0, 3407872, 3770.0, 232383.0, 3211279,
23, 1.0, 105249.0, 460800, 17.0, 112785.0, 38400, 31.0, 112787.0, 4, -5525.0, 61766.0, 150276, -1326.0, -1.0, 12800, 112799.0, 114598.0, 28800,
24, 1.0, 135906.0, 25088, 17.0, 136945.0, 2097152, 31.0, 136944.0, 1024, -2542.0, -1.0, 25088, -5509.0, 133494.0, 2097152, 3632.0, 137087.0, 1605647,
25, 1.0, 75169.0, 102400, 17.0, 75185.0, 25600, 31.0, 75187.0, 4, -5083.0, -1.0, 50176, -2652.0, -1.0, 25600, 75199.0, 75598.0, 6400,
26, 1.0, 272866.0, 50176, 17.0, 273905.0, 4194304, 31.0, 273904.0, 1024, -5083.0, -1.0, 50176, -5509.0, 270600.0, 4194304, 3632.0, 274175.0, 3211279,
